time,WIN@N
2016-02-18 13:30:00,42140.0
2016-02-18 13:45:00,42075.0
2016-02-18 14:00:00,41930.0
2016-02-18 14:15:00,41880.0
2016-02-18 14:30:00,41965.0
2016-02-18 14:45:00,41935.0
2016-02-18 15:00:00,41980.0
2016-02-18 15:15:00,42045.0
2016-02-18 15:30:00,42055.0
2016-02-18 15:45:00,42010.0
2016-02-18 16:00:00,42075.0
2016-02-18 16:15:00,42120.0
2016-02-18 16:30:00,42095.0
2016-02-18 16:45:00,42025.0
2016-02-18 17:00:00,42015.0
2016-02-18 17:15:00,42015.0
2016-02-18 17:30:00,42085.0
2016-02-18 17:45:00,42155.0
2016-02-18 18:00:00,42040.0
2016-02-19 09:00:00,41880.0
2016-02-19 09:15:00,41890.0
2016-02-19 09:30:00,41840.0
2016-02-19 09:45:00,41790.0
2016-02-19 10:00:00,41710.0
2016-02-19 10:15:00,41725.0
2016-02-19 10:30:00,41790.0
2016-02-19 10:45:00,41815.0
2016-02-19 11:00:00,41800.0
2016-02-19 11:15:00,41750.0
2016-02-19 11:30:00,41750.0
2016-02-19 11:45:00,41685.0
2016-02-19 12:00:00,41770.0
2016-02-19 12:15:00,41790.0
2016-02-19 12:30:00,41845.0
2016-02-19 12:45:00,41835.0
2016-02-19 13:00:00,41795.0
2016-02-19 13:15:00,41895.0
2016-02-19 13:30:00,41860.0
2016-02-19 13:45:00,41775.0
2016-02-19 14:00:00,41885.0
2016-02-19 14:15:00,42005.0
2016-02-19 14:30:00,42060.0
2016-02-19 14:45:00,42090.0
2016-02-19 15:00:00,42020.0
2016-02-19 15:15:00,41940.0
2016-02-19 15:30:00,41925.0
2016-02-19 15:45:00,41910.0
2016-02-19 16:00:00,41840.0
2016-02-19 16:15:00,41875.0
2016-02-19 16:30:00,41890.0
2016-02-19 16:45:00,41940.0
2016-02-19 17:00:00,42100.0
2016-02-19 17:15:00,42155.0
2016-02-19 17:30:00,42100.0
2016-02-19 17:45:00,42175.0
2016-02-19 18:00:00,42070.0
2016-02-22 09:00:00,42980.0
2016-02-22 09:15:00,43255.0
2016-02-22 09:30:00,43210.0
2016-02-22 09:45:00,43320.0
2016-02-22 10:00:00,43250.0
2016-02-22 10:15:00,43145.0
2016-02-22 10:30:00,43360.0
2016-02-22 10:45:00,43295.0
2016-02-22 11:00:00,43305.0
2016-02-22 11:15:00,43340.0
2016-02-22 11:30:00,43425.0
2016-02-22 11:45:00,43385.0
2016-02-22 12:00:00,43480.0
2016-02-22 12:15:00,43485.0
2016-02-22 12:30:00,43600.0
2016-02-22 12:45:00,43590.0
2016-02-22 13:00:00,43520.0
2016-02-22 13:15:00,43525.0
2016-02-22 13:30:00,43520.0
2016-02-22 13:45:00,43595.0
2016-02-22 14:00:00,43610.0
2016-02-22 14:15:00,43670.0
2016-02-22 14:30:00,43760.0
2016-02-22 14:45:00,43780.0
2016-02-22 15:00:00,43930.0
2016-02-22 15:15:00,43830.0
2016-02-22 15:30:00,43965.0
2016-02-22 15:45:00,43925.0
2016-02-22 16:00:00,43930.0
2016-02-22 16:15:00,43870.0
2016-02-22 16:30:00,43910.0
2016-02-22 16:45:00,43840.0
2016-02-22 17:00:00,43805.0
2016-02-22 17:15:00,43840.0
2016-02-22 17:30:00,43915.0
2016-02-22 17:45:00,44000.0
2016-02-22 18:00:00,43955.0
2016-02-23 09:00:00,43715.0
2016-02-23 09:15:00,43790.0
2016-02-23 09:30:00,43835.0
2016-02-23 09:45:00,43775.0
2016-02-23 10:00:00,43705.0
2016-02-23 10:15:00,43810.0
2016-02-23 10:30:00,44225.0
2016-02-23 10:45:00,44015.0
2016-02-23 11:00:00,43785.0
2016-02-23 11:15:00,43770.0
2016-02-23 11:30:00,43725.0
2016-02-23 11:45:00,43690.0
2016-02-23 12:00:00,43470.0
2016-02-23 12:15:00,43485.0
2016-02-23 12:30:00,43440.0
2016-02-23 12:45:00,43320.0
2016-02-23 13:00:00,43290.0
2016-02-23 13:15:00,43285.0
2016-02-23 13:30:00,43400.0
2016-02-23 13:45:00,43285.0
2016-02-23 14:00:00,43080.0
2016-02-23 14:15:00,43150.0
2016-02-23 14:30:00,43135.0
2016-02-23 14:45:00,43110.0
2016-02-23 15:00:00,43165.0
2016-02-23 15:15:00,43230.0
2016-02-23 15:30:00,43175.0
2016-02-23 15:45:00,43245.0
2016-02-23 16:00:00,43305.0
2016-02-23 16:15:00,43230.0
2016-02-23 16:30:00,43235.0
2016-02-23 16:45:00,43150.0
2016-02-23 17:00:00,43035.0
2016-02-23 17:15:00,43065.0
2016-02-23 17:30:00,43115.0
2016-02-23 17:45:00,43040.0
2016-02-23 18:00:00,43060.0
2016-02-24 09:00:00,42060.0
2016-02-24 09:15:00,42155.0
2016-02-24 09:30:00,42165.0
2016-02-24 09:45:00,42270.0
2016-02-24 10:00:00,42285.0
2016-02-24 10:15:00,42250.0
2016-02-24 10:30:00,42250.0
2016-02-24 10:45:00,42160.0
2016-02-24 11:00:00,42120.0
2016-02-24 11:15:00,42150.0
2016-02-24 11:30:00,41950.0
2016-02-24 11:45:00,41840.0
2016-02-24 12:00:00,41925.0
2016-02-24 12:15:00,41950.0
2016-02-24 12:30:00,42035.0
2016-02-24 12:45:00,42005.0
2016-02-24 13:00:00,42010.0
2016-02-24 13:15:00,41930.0
2016-02-24 13:30:00,42100.0
2016-02-24 13:45:00,42165.0
2016-02-24 14:00:00,42240.0
2016-02-24 14:15:00,42245.0
2016-02-24 14:30:00,42220.0
2016-02-24 14:45:00,42275.0
2016-02-24 15:00:00,42390.0
2016-02-24 15:15:00,42365.0
2016-02-24 15:30:00,42325.0
2016-02-24 15:45:00,42230.0
2016-02-24 16:00:00,42365.0
2016-02-24 16:15:00,42390.0
2016-02-24 16:30:00,42420.0
2016-02-24 16:45:00,42380.0
2016-02-24 17:00:00,42510.0
2016-02-24 17:15:00,42655.0
2016-02-24 17:30:00,42640.0
2016-02-24 17:45:00,42665.0
2016-02-24 18:00:00,42700.0
2016-02-25 09:00:00,42405.0
2016-02-25 09:15:00,42200.0
2016-02-25 09:30:00,42270.0
2016-02-25 09:45:00,42245.0
2016-02-25 10:00:00,42285.0
2016-02-25 10:15:00,42460.0
2016-02-25 10:30:00,42500.0
2016-02-25 10:45:00,42660.0
2016-02-25 11:00:00,42760.0
2016-02-25 11:15:00,42705.0
2016-02-25 11:30:00,42545.0
2016-02-25 11:45:00,42475.0
2016-02-25 12:00:00,42385.0
2016-02-25 12:15:00,42480.0
2016-02-25 12:30:00,42435.0
2016-02-25 12:45:00,42250.0
2016-02-25 13:00:00,42260.0
2016-02-25 13:15:00,42305.0
2016-02-25 13:30:00,42395.0
2016-02-25 13:45:00,42440.0
2016-02-25 14:00:00,42375.0
2016-02-25 14:15:00,42255.0
2016-02-25 14:30:00,42130.0
2016-02-25 14:45:00,42055.0
2016-02-25 15:00:00,42120.0
2016-02-25 15:15:00,42190.0
2016-02-25 15:30:00,42400.0
2016-02-25 15:45:00,42440.0
2016-02-25 16:00:00,42435.0
2016-02-25 16:15:00,42380.0
2016-02-25 16:30:00,42370.0
2016-02-25 16:45:00,42385.0
2016-02-25 17:00:00,42410.0
2016-02-25 17:15:00,42320.0
2016-02-25 17:30:00,42405.0
2016-02-25 17:45:00,42480.0
2016-02-25 18:00:00,42490.0
2016-02-26 09:00:00,42915.0
2016-02-26 09:15:00,42920.0
2016-02-26 09:30:00,42890.0
2016-02-26 09:45:00,43005.0
2016-02-26 10:00:00,43095.0
2016-02-26 10:15:00,42925.0
2016-02-26 10:30:00,42935.0
2016-02-26 10:45:00,42970.0
2016-02-26 11:00:00,42970.0
2016-02-26 11:15:00,42780.0
2016-02-26 11:30:00,42640.0
2016-02-26 11:45:00,42460.0
2016-02-26 12:00:00,42295.0
2016-02-26 12:15:00,42130.0
2016-02-26 12:30:00,42230.0
2016-02-26 12:45:00,42200.0
2016-02-26 13:00:00,42290.0
2016-02-26 13:15:00,42175.0
2016-02-26 13:30:00,42145.0
2016-02-26 13:45:00,42100.0
2016-02-26 14:00:00,42110.0
2016-02-26 14:15:00,42165.0
2016-02-26 14:30:00,42105.0
2016-02-26 14:45:00,42100.0
2016-02-26 15:00:00,42215.0
2016-02-26 15:15:00,42230.0
2016-02-26 15:30:00,42105.0
2016-02-26 15:45:00,42030.0
2016-02-26 16:00:00,41985.0
2016-02-26 16:15:00,42045.0
2016-02-26 16:30:00,42035.0
2016-02-26 16:45:00,42035.0
2016-02-26 17:00:00,42220.0
2016-02-26 17:15:00,42155.0
2016-02-26 17:30:00,42225.0
2016-02-26 17:45:00,42165.0
2016-02-26 18:00:00,42030.0
2016-02-29 09:00:00,42405.0
2016-02-29 09:15:00,42460.0
2016-02-29 09:30:00,42510.0
2016-02-29 09:45:00,42520.0
2016-02-29 10:00:00,42600.0
2016-02-29 10:15:00,42620.0
2016-02-29 10:30:00,42850.0
2016-02-29 10:45:00,42910.0
2016-02-29 11:00:00,43035.0
2016-02-29 11:15:00,43020.0
2016-02-29 11:30:00,42875.0
2016-02-29 11:45:00,42900.0
2016-02-29 12:00:00,42990.0
2016-02-29 12:15:00,42990.0
2016-02-29 12:30:00,43155.0
2016-02-29 12:45:00,43335.0
2016-02-29 13:00:00,43420.0
2016-02-29 13:15:00,43485.0
2016-02-29 13:30:00,43490.0
2016-02-29 13:45:00,43505.0
2016-02-29 14:00:00,43480.0
2016-02-29 14:15:00,43425.0
2016-02-29 14:30:00,43420.0
2016-02-29 14:45:00,43475.0
2016-02-29 15:00:00,43385.0
2016-02-29 15:15:00,43475.0
2016-02-29 15:30:00,43480.0
2016-02-29 15:45:00,43555.0
2016-02-29 16:00:00,43300.0
2016-02-29 16:15:00,43340.0
2016-02-29 16:30:00,43270.0
2016-02-29 16:45:00,43260.0
2016-02-29 17:00:00,42990.0
2016-02-29 17:15:00,43125.0
2016-02-29 17:30:00,43300.0
2016-02-29 17:45:00,43300.0
2016-02-29 18:00:00,43260.0
2016-03-01 09:00:00,43930.0
2016-03-01 09:15:00,44110.0
2016-03-01 09:30:00,43970.0
2016-03-01 09:45:00,43940.0
2016-03-01 10:00:00,43895.0
2016-03-01 10:15:00,43915.0
2016-03-01 10:30:00,43930.0
2016-03-01 10:45:00,43970.0
2016-03-01 11:00:00,43935.0
2016-03-01 11:15:00,43790.0
2016-03-01 11:30:00,43730.0
2016-03-01 11:45:00,43935.0
2016-03-01 12:00:00,43875.0
2016-03-01 12:15:00,43970.0
2016-03-01 12:30:00,44195.0
2016-03-01 12:45:00,44170.0
2016-03-01 13:00:00,44255.0
2016-03-01 13:15:00,44470.0
2016-03-01 13:30:00,44415.0
2016-03-01 13:45:00,44480.0
2016-03-01 14:00:00,44570.0
2016-03-01 14:15:00,44360.0
2016-03-01 14:30:00,44450.0
2016-03-01 14:45:00,44475.0
2016-03-01 15:00:00,44590.0
2016-03-01 15:15:00,44515.0
2016-03-01 15:30:00,44590.0
2016-03-01 15:45:00,44590.0
2016-03-01 16:00:00,44585.0
2016-03-01 16:15:00,44555.0
2016-03-01 16:30:00,44665.0
2016-03-01 16:45:00,44575.0
2016-03-01 17:00:00,44590.0
2016-03-01 17:15:00,44525.0
2016-03-01 17:30:00,44590.0
2016-03-01 17:45:00,44700.0
2016-03-01 18:00:00,44780.0
2016-03-02 09:00:00,44760.0
2016-03-02 09:15:00,44800.0
2016-03-02 09:30:00,44860.0
2016-03-02 09:45:00,44830.0
2016-03-02 10:00:00,44870.0
2016-03-02 10:15:00,44735.0
2016-03-02 10:30:00,44575.0
2016-03-02 10:45:00,44640.0
2016-03-02 11:00:00,44530.0
2016-03-02 11:15:00,44425.0
2016-03-02 11:30:00,44565.0
2016-03-02 11:45:00,44630.0
2016-03-02 12:00:00,44755.0
2016-03-02 12:15:00,44770.0
2016-03-02 12:30:00,44695.0
2016-03-02 12:45:00,44900.0
2016-03-02 13:00:00,45105.0
2016-03-02 13:15:00,45255.0
2016-03-02 13:30:00,45175.0
2016-03-02 13:45:00,45195.0
2016-03-02 14:00:00,45060.0
2016-03-02 14:15:00,44955.0
2016-03-02 14:30:00,45050.0
2016-03-02 14:45:00,45205.0
2016-03-02 15:00:00,45165.0
2016-03-02 15:15:00,45320.0
2016-03-02 15:30:00,45200.0
2016-03-02 15:45:00,45245.0
2016-03-02 16:00:00,45125.0
2016-03-02 16:15:00,45360.0
2016-03-02 16:30:00,45420.0
2016-03-02 16:45:00,45360.0
2016-03-02 17:00:00,45290.0
2016-03-02 17:15:00,45235.0
2016-03-02 17:30:00,45320.0
2016-03-02 17:45:00,45370.0
2016-03-02 18:00:00,45350.0
2016-03-03 09:00:00,45825.0
2016-03-03 09:15:00,45950.0
2016-03-03 09:30:00,46030.0
2016-03-03 09:45:00,46005.0
2016-03-03 10:00:00,46110.0
2016-03-03 10:15:00,46290.0
2016-03-03 10:30:00,46425.0
2016-03-03 10:45:00,46355.0
2016-03-03 11:00:00,46315.0
2016-03-03 11:15:00,46145.0
2016-03-03 11:30:00,46055.0
2016-03-03 11:45:00,46190.0
2016-03-03 12:00:00,46195.0
2016-03-03 12:15:00,46090.0
2016-03-03 12:30:00,46220.0
2016-03-03 12:45:00,46305.0
2016-03-03 13:00:00,46460.0
2016-03-03 13:15:00,46265.0
2016-03-03 13:30:00,46450.0
2016-03-03 13:45:00,46680.0
2016-03-03 14:00:00,46760.0
2016-03-03 14:15:00,46750.0
2016-03-03 14:30:00,46885.0
2016-03-03 14:45:00,47005.0
2016-03-03 15:00:00,47310.0
2016-03-03 15:15:00,47425.0
2016-03-03 15:30:00,47460.0
2016-03-03 15:45:00,47380.0
2016-03-03 16:00:00,47335.0
2016-03-03 16:15:00,46800.0
2016-03-03 16:30:00,47390.0
2016-03-03 16:45:00,47460.0
2016-03-03 17:00:00,47540.0
2016-03-03 17:15:00,47625.0
2016-03-03 17:30:00,47895.0
2016-03-03 17:45:00,47785.0
2016-03-03 18:00:00,47770.0
2016-03-04 09:00:00,49735.0
2016-03-04 09:15:00,49150.0
2016-03-04 09:30:00,49625.0
2016-03-04 09:45:00,49960.0
2016-03-04 10:00:00,50210.0
2016-03-04 10:15:00,50125.0
2016-03-04 10:30:00,49775.0
2016-03-04 10:45:00,49555.0
2016-03-04 11:00:00,49530.0
2016-03-04 11:15:00,49360.0
2016-03-04 11:30:00,49550.0
2016-03-04 11:45:00,49025.0
2016-03-04 12:00:00,49115.0
2016-03-04 12:15:00,49065.0
2016-03-04 12:30:00,49330.0
2016-03-04 12:45:00,49550.0
2016-03-04 13:00:00,49705.0
2016-03-04 13:15:00,49735.0
2016-03-04 13:30:00,49495.0
2016-03-04 13:45:00,49660.0
2016-03-04 14:00:00,49600.0
2016-03-04 14:15:00,49535.0
2016-03-04 14:30:00,49720.0
2016-03-04 14:45:00,49795.0
2016-03-04 15:00:00,49680.0
2016-03-04 15:15:00,49820.0
2016-03-04 15:30:00,49755.0
2016-03-04 15:45:00,49895.0
2016-03-04 16:00:00,49725.0
2016-03-04 16:15:00,49555.0
2016-03-04 16:30:00,49350.0
2016-03-04 16:45:00,49475.0
2016-03-04 17:00:00,49765.0
2016-03-04 17:15:00,49675.0
2016-03-04 17:30:00,49700.0
2016-03-04 17:45:00,49745.0
2016-03-04 18:00:00,49700.0
2016-03-07 09:00:00,50120.0
2016-03-07 09:15:00,50345.0
2016-03-07 09:30:00,50260.0
2016-03-07 09:45:00,50275.0
2016-03-07 10:00:00,49965.0
2016-03-07 10:15:00,49955.0
2016-03-07 10:30:00,49530.0
2016-03-07 10:45:00,49270.0
2016-03-07 11:00:00,49565.0
2016-03-07 11:15:00,49525.0
2016-03-07 11:30:00,49755.0
2016-03-07 11:45:00,49520.0
2016-03-07 12:00:00,49745.0
2016-03-07 12:15:00,49570.0
2016-03-07 12:30:00,49745.0
2016-03-07 12:45:00,49710.0
2016-03-07 13:00:00,49855.0
2016-03-07 13:15:00,50015.0
2016-03-07 13:30:00,50085.0
2016-03-07 13:45:00,50045.0
2016-03-07 14:00:00,50015.0
2016-03-07 14:15:00,49890.0
2016-03-07 14:30:00,49990.0
2016-03-07 14:45:00,49910.0
2016-03-07 15:00:00,49795.0
2016-03-07 15:15:00,49760.0
2016-03-07 15:30:00,49650.0
2016-03-07 15:45:00,49585.0
2016-03-07 16:00:00,49860.0
2016-03-07 16:15:00,49570.0
2016-03-07 16:30:00,49580.0
2016-03-07 16:45:00,49565.0
2016-03-07 17:00:00,49685.0
2016-03-07 17:15:00,49675.0
2016-03-07 17:30:00,49805.0
2016-03-07 17:45:00,49815.0
2016-03-07 18:00:00,49790.0
2016-03-08 09:00:00,49335.0
2016-03-08 09:15:00,49505.0
2016-03-08 09:30:00,49590.0
2016-03-08 09:45:00,49575.0
2016-03-08 10:00:00,49535.0
2016-03-08 10:15:00,49610.0
2016-03-08 10:30:00,50290.0
2016-03-08 10:45:00,50335.0
2016-03-08 11:00:00,50085.0
2016-03-08 11:15:00,49965.0
2016-03-08 11:30:00,49660.0
2016-03-08 11:45:00,49535.0
2016-03-08 12:00:00,49750.0
2016-03-08 12:15:00,49700.0
2016-03-08 12:30:00,49600.0
2016-03-08 12:45:00,49515.0
2016-03-08 13:00:00,49555.0
2016-03-08 13:15:00,49415.0
2016-03-08 13:30:00,49475.0
2016-03-08 13:45:00,49520.0
2016-03-08 14:00:00,49605.0
2016-03-08 14:15:00,49600.0
2016-03-08 14:30:00,49750.0
2016-03-08 14:45:00,49735.0
2016-03-08 15:00:00,49610.0
2016-03-08 15:15:00,49710.0
2016-03-08 15:30:00,49825.0
2016-03-08 15:45:00,49995.0
2016-03-08 16:00:00,50110.0
2016-03-08 16:15:00,50100.0
2016-03-08 16:30:00,50120.0
2016-03-08 16:45:00,49925.0
2016-03-08 17:00:00,49810.0
2016-03-08 17:15:00,49660.0
2016-03-08 17:30:00,49635.0
2016-03-08 17:45:00,49735.0
2016-03-08 18:00:00,49760.0
2016-03-09 09:00:00,50240.0
2016-03-09 09:15:00,50155.0
2016-03-09 09:30:00,50290.0
2016-03-09 09:45:00,50370.0
2016-03-09 10:00:00,50465.0
2016-03-09 10:15:00,50285.0
2016-03-09 10:30:00,50290.0
2016-03-09 10:45:00,50425.0
2016-03-09 11:00:00,50405.0
2016-03-09 11:15:00,50265.0
2016-03-09 11:30:00,49950.0
2016-03-09 11:45:00,49885.0
2016-03-09 12:00:00,49640.0
2016-03-09 12:15:00,49405.0
2016-03-09 12:30:00,49555.0
2016-03-09 12:45:00,49435.0
2016-03-09 13:00:00,49500.0
2016-03-09 13:15:00,49630.0
2016-03-09 13:30:00,49705.0
2016-03-09 13:45:00,49760.0
2016-03-09 14:00:00,49665.0
2016-03-09 14:15:00,49725.0
2016-03-09 14:30:00,49735.0
2016-03-09 14:45:00,49575.0
2016-03-09 15:00:00,49610.0
2016-03-09 15:15:00,49465.0
2016-03-09 15:30:00,49330.0
2016-03-09 15:45:00,49400.0
2016-03-09 16:00:00,49180.0
2016-03-09 16:15:00,49425.0
2016-03-09 16:30:00,49385.0
2016-03-09 16:45:00,49305.0
2016-03-09 17:00:00,49330.0
2016-03-09 17:15:00,49270.0
2016-03-09 17:30:00,49200.0
2016-03-09 17:45:00,49285.0
2016-03-09 18:00:00,49275.0
2016-03-10 09:00:00,50040.0
2016-03-10 09:15:00,50150.0
2016-03-10 09:30:00,50275.0
2016-03-10 09:45:00,50135.0
2016-03-10 10:00:00,49985.0
2016-03-10 10:15:00,49920.0
2016-03-10 10:30:00,49610.0
2016-03-10 10:45:00,49670.0
2016-03-10 11:00:00,49745.0
2016-03-10 11:15:00,49405.0
2016-03-10 11:30:00,49465.0
2016-03-10 11:45:00,49595.0
2016-03-10 12:00:00,49700.0
2016-03-10 12:15:00,49555.0
2016-03-10 12:30:00,49660.0
2016-03-10 12:45:00,49550.0
2016-03-10 13:00:00,49535.0
2016-03-10 13:15:00,49265.0
2016-03-10 13:30:00,49160.0
2016-03-10 13:45:00,49110.0
2016-03-10 14:00:00,49130.0
2016-03-10 14:15:00,48685.0
2016-03-10 14:30:00,48445.0
2016-03-10 14:45:00,48780.0
2016-03-10 15:00:00,48730.0
2016-03-10 15:15:00,48885.0
2016-03-10 15:30:00,48960.0
2016-03-10 15:45:00,49065.0
2016-03-10 16:00:00,49025.0
2016-03-10 16:15:00,49840.0
2016-03-10 16:30:00,49540.0
2016-03-10 16:45:00,49530.0
2016-03-10 17:00:00,50145.0
2016-03-10 17:15:00,50260.0
2016-03-10 17:30:00,50165.0
2016-03-10 17:45:00,50110.0
2016-03-10 18:00:00,50100.0
2016-03-11 09:00:00,49970.0
2016-03-11 09:15:00,49850.0
2016-03-11 09:30:00,49770.0
2016-03-11 09:45:00,50120.0
2016-03-11 10:00:00,49945.0
2016-03-11 10:15:00,49905.0
2016-03-11 10:30:00,49645.0
2016-03-11 10:45:00,49830.0
2016-03-11 11:00:00,50175.0
2016-03-11 11:15:00,50075.0
2016-03-11 11:30:00,50185.0
2016-03-11 11:45:00,50095.0
2016-03-11 12:00:00,50175.0
2016-03-11 12:15:00,50210.0
2016-03-11 12:30:00,50330.0
2016-03-11 12:45:00,50265.0
2016-03-11 13:00:00,50145.0
2016-03-11 13:15:00,50150.0
2016-03-11 13:30:00,49970.0
2016-03-11 13:45:00,50065.0
2016-03-11 14:00:00,50055.0
2016-03-11 14:15:00,50215.0
2016-03-11 14:30:00,50110.0
2016-03-11 14:45:00,50265.0
2016-03-11 15:00:00,50290.0
2016-03-11 15:15:00,50250.0
2016-03-11 15:30:00,50280.0
2016-03-11 15:45:00,50410.0
2016-03-11 16:00:00,50190.0
2016-03-11 16:15:00,49980.0
2016-03-11 16:30:00,49980.0
2016-03-11 16:45:00,49925.0
2016-03-11 17:00:00,50050.0
2016-03-11 17:15:00,50020.0
2016-03-11 17:30:00,50025.0
2016-03-11 17:45:00,49935.0
2016-03-11 18:00:00,50100.0
2016-03-14 09:00:00,50715.0
2016-03-14 09:15:00,50180.0
2016-03-14 09:30:00,50410.0
2016-03-14 09:45:00,50280.0
2016-03-14 10:00:00,50120.0
2016-03-14 10:15:00,49915.0
2016-03-14 10:30:00,49760.0
2016-03-14 10:45:00,49655.0
2016-03-14 11:00:00,49800.0
2016-03-14 11:15:00,49890.0
2016-03-14 11:30:00,49980.0
2016-03-14 11:45:00,50045.0
2016-03-14 12:00:00,50250.0
2016-03-14 12:15:00,50135.0
2016-03-14 12:30:00,49975.0
2016-03-14 12:45:00,49935.0
2016-03-14 13:00:00,49895.0
2016-03-14 13:15:00,49880.0
2016-03-14 13:30:00,49975.0
2016-03-14 13:45:00,50060.0
2016-03-14 14:00:00,50055.0
2016-03-14 14:15:00,50090.0
2016-03-14 14:30:00,50055.0
2016-03-14 14:45:00,50110.0
2016-03-14 15:00:00,49960.0
2016-03-14 15:15:00,50120.0
2016-03-14 15:30:00,50250.0
2016-03-14 15:45:00,50015.0
2016-03-14 16:00:00,50120.0
2016-03-14 16:15:00,49345.0
2016-03-14 16:30:00,49655.0
2016-03-14 16:45:00,49315.0
2016-03-14 17:00:00,49135.0
2016-03-14 17:15:00,48995.0
2016-03-14 17:30:00,48990.0
2016-03-14 17:45:00,48800.0
2016-03-15 09:00:00,47845.0
2016-03-15 09:15:00,47825.0
2016-03-15 09:30:00,47895.0
2016-03-15 09:45:00,47890.0
2016-03-15 10:00:00,47885.0
2016-03-15 10:15:00,47825.0
2016-03-15 10:30:00,48035.0
2016-03-15 10:45:00,47895.0
2016-03-15 11:00:00,48275.0
2016-03-15 11:15:00,48240.0
2016-03-15 11:30:00,48020.0
2016-03-15 11:45:00,47365.0
2016-03-15 12:00:00,47405.0
2016-03-15 12:15:00,47450.0
2016-03-15 12:30:00,47565.0
2016-03-15 12:45:00,47465.0
2016-03-15 13:00:00,47260.0
2016-03-15 13:15:00,47290.0
2016-03-15 13:30:00,47130.0
2016-03-15 13:45:00,47265.0
2016-03-15 14:00:00,47345.0
2016-03-15 14:15:00,47445.0
2016-03-15 14:30:00,47430.0
2016-03-15 14:45:00,47420.0
2016-03-15 15:00:00,47515.0
2016-03-15 15:15:00,47645.0
2016-03-15 15:30:00,47500.0
2016-03-15 15:45:00,47540.0
2016-03-15 16:00:00,47490.0
2016-03-15 16:15:00,47395.0
2016-03-15 16:30:00,47420.0
2016-03-15 16:45:00,47430.0
2016-03-15 17:00:00,47440.0
2016-03-15 17:15:00,47445.0
2016-03-15 17:30:00,47570.0
2016-03-15 17:45:00,47610.0
2016-03-16 09:00:00,47185.0
2016-03-16 09:15:00,47040.0
2016-03-16 09:30:00,46970.0
2016-03-16 09:45:00,47035.0
2016-03-16 10:00:00,46955.0
2016-03-16 10:15:00,47135.0
2016-03-16 10:30:00,47215.0
2016-03-16 10:45:00,47485.0
2016-03-16 11:00:00,47355.0
2016-03-16 11:15:00,46945.0
2016-03-16 11:30:00,47055.0
2016-03-16 11:45:00,47195.0
2016-03-16 12:00:00,47035.0
2016-03-16 12:15:00,47065.0
2016-03-16 12:30:00,47105.0
2016-03-16 12:45:00,47200.0
2016-03-16 13:00:00,47135.0
2016-03-16 13:15:00,47045.0
2016-03-16 13:30:00,46980.0
2016-03-16 13:45:00,47120.0
2016-03-16 14:00:00,47145.0
2016-03-16 14:15:00,47355.0
2016-03-16 14:30:00,47480.0
2016-03-16 14:45:00,47500.0
2016-03-16 15:00:00,47540.0
2016-03-16 15:15:00,47820.0
2016-03-16 15:30:00,48005.0
2016-03-16 15:45:00,47820.0
2016-03-16 16:00:00,47925.0
2016-03-16 16:15:00,48100.0
2016-03-16 16:30:00,48040.0
2016-03-16 16:45:00,48125.0
2016-03-16 17:00:00,48115.0
2016-03-16 17:15:00,48310.0
2016-03-16 17:30:00,48595.0
2016-03-16 17:45:00,48560.0
2016-03-17 09:00:00,50590.0
2016-03-17 09:15:00,50745.0
